GSP,S/S or Busbar Name Node 1,S/S or Busbar Name Node 2,Operating Voltage (kV),Positive Sequence Impedance R % on (100 MVA Base),Positive Sequence Impedance X (% on 100 MVA Base),Susceptance B (% on 100 MVA Base),Rating Information (MVA),Circuit Length (km),Licence Area
Keadby,FEN FARM - GRAINTHORPE TEE,GRAINTHORPE T1,33.0,0.02311995066702366,0.049688033759593964,0.0,28.635996001536245,0.015890000343322754,Yorkshire
Keadby,FLIXBOROUGH T1,GRANGE WINDFARM,33.0,1.359,1.981,0.1645,33.723,1.887,Yorkshire
Keadby,FLIXBOROUGH T2,FIBROGEN,33.0,0.6019999980926514,0.6480000019073486,0.0,30.293568624379663,0.572028564453125,Yorkshire
Grimsby West,GRIMSBY WEST SGT1,IMMINGHAM T1,132.0,0.2818244993686676,1.4821546077728271,1.5024585723876953,179.93236609348523,6.963,Yorkshire
Grimsby West,GRIMSBY WEST SGT2,YARBOROUGH ROAD T2,132.0,0.2590000033378601,0.5350000262260437,1.8799999952316284,130.54813346808143,2.798380859375,Yorkshire
Grimsby West,HUMBERSTON T1,CONVAMORE ROAD T1,33.0,3.5810000896453857,6.665999889373779,0.593999981880188,24.577800959402367,2.821587158203125,Yorkshire
Grimsby West,IMMINGHAM T1,MILLENIUM INORGANIC CHEM T1,33.0,2.3519999980926514,1.909999966621399,0.7409999966621399,28.578838324886473,2.45639453125,Yorkshire
Grimsby West,IMMINGHAM T2,GREAT COATES T1,33.0,13.069999694824219,25.5,0.6650000214576721,26.464004288844876,6.13713623046875,Yorkshire
Grimsby West,IMMINGHAM T2,MILLENIUM INORGANIC CHEM T3,33.0,2.0859999656677246,1.815999984741211,0.6919999718666077,26.464004288844876,2.471984375,Yorkshire
Keadby,KEADBY SGT1,KEAD-SANT-SCUN-TEE,132.0,0.7139999866485596,1.8519999980926514,0.4259999990463257,130.54813346808143,7.4880791015625,Yorkshire
Keadby,KEADBY SGT3,BLON-KEAD-WOLN-TEE2,132.0,0.4790000021457672,2.2880001068115234,0.41999998688697815,219.4854783351281,11.0172177734375,Yorkshire
Keadby,KEADBY SGT3,SCUNTHORPE NORTH T1,132.0,0.3499999940395355,1.4550000429153442,0.6669999957084656,219.4854783351281,6.576958984375,Yorkshire
Keadby,KELSTERN LSI,LOUTH T2,33.0,11.612154960632324,23.75914192199707,0.0,28.635996001536245,8.181,Yorkshire
Keadby,KELSTERN LSI-KELSTERN GRANGE LSI-CALCETHORPE LSI-TEE,CALCETHORPE LSI,33.0,0.9603000283241272,1.9958399534225464,0.0,28.635996001536245,0.66,Yorkshire
Keadby,KNAITH UPTON ROAD LSI,STOW T1,33.0,12.237000465393066,29.14900016784668,0.0,28.578838324886473,7.7158818359375,Yorkshire
Keadby,LEA ROAD T2,FOXBY LANE LSI,33.0,2.8700244426727295,1.5626137256622314,0.0,14.289419162443236,1.4509000244140624,Yorkshire
Keadby,MORTAL ASH RAVENTHORPE LSI,HIBALDSTOW-SANTON-MORTAL ASH RAVENTORPE LSI-TEE,33.0,0.684,1.62,0.0,28.635996,0.47050200000000003,Yorkshire
Grimsby West,MOSS ROAD T2,DOUGHTY ROAD T2,33.0,0.335999995470047,0.2630000114440918,0.039000000804662704,19.719398444171667,0.18588714599609374,Yorkshire
Grimsby West,MOSS ROAD T2,MARSDEN ROAD T2,33.0,2.45640230178833,2.3457813262939453,0.0,20.576763593918262,2.75460009765625,Yorkshire
Keadby,RISBY ROAD APPLEBY TEE,ERMINE STREET APPLEBY NORTH,33.0,2.086615562438965,4.941908836364746,0.0,15.775518755337332,1.4340999755859376,Yorkshire
Keadby,SANTON T1,RISBY ROAD APPLEBY TEE,33.0,4.761188983917236,11.03166675567627,0.0,15.775518755337332,3.33410009765625,Yorkshire
Keadby,SCUNTHORPE NORTH T1,SCUNTHORPE SOUTH T1,132.0,0.15,0.334,3.196,148.61,4.171,Yorkshire
Keadby,SCUNTHORPE NORTH T1,STATION ROAD T1,33.0,1.9119279384613037,1.6829087734222412,0.009722799062728882,24.86358934265123,2.121,Yorkshire
Keadby,SCUNTHORPE NORTH T2,FLIXBOROUGH T2,33.0,5.151403903961182,11.76348876953125,0.0,28.578838324886473,4.03,Yorkshire
Keadby,SCUNTHORPE NORTH T2,FOXHILLS T2,33.0,0.49744802713394165,0.8063050508499146,0.0,28.578838324886473,1.741,Yorkshire
Grimsby West,WEST MIDDLEMERE ROAD LSI,IMMINGHAM-GOXHILL ROAD LSI-WEST MIDDLEMERE ROAD LSI-TEE,33.0,0.0,0.0,0.0,31.436722157375122,0.200527099609375,Yorkshire
Keadby,WOLD NEWTON T1,BLON-KEAD-WOLN-TEE1,132.0,3.4170000553131104,7.578000068664551,1.725000023841858,130.54813346808143,32.93440234375,Yorkshire
Keadby,WOLD NEWTON T2,BLON-KEAD-WOLN-TEE2,132.0,3.4170000553131104,7.578000068664551,1.725000023841858,130.54813346808143,32.352001953125,Yorkshire
Keadby,WOLD NEWTON-STAINTON LSI-KIRMOND LSI-TEE,STAINTON LSI,33.0,0.0,0.0,0.0,31.436722157375122,0.106,Yorkshire
Grimsby West,YARBOROUGH ROAD T1,MOSS ROAD T1,132.0,0.23600000143051147,0.1599999964237213,3.799999952316284,76.59128671069574,1.97149755859375,Yorkshire
Grimsby West,YARBOROUGH ROAD T2,MOSS ROAD T2,132.0,0.23600000143051147,0.1599999964237213,3.799999952316284,76.59128671069574,2.403940185546875,Yorkshire
Grimsby West,YARBOROUGH ROAD T2,SCARTHO T1,33.0,12.818159103393555,26.287311553955078,0.0,24.577800959402367,9.4307001953125,Yorkshire
Thurcroft,BEIGHTON T1,PENNY HILL WINDFARM,66.0,1.8784444332122803,4.475374698638916,0.08498039841651917,57.72925341627068,5.351638671875,Yorkshire
Thurcroft,BEIGHTON T2,KIVETON PARK T1,66.0,2.431379795074463,5.7949748039245605,0.27279940247535706,57.27199200307249,7.293,Yorkshire
Thurcroft,EDLINGTON T2,THURCROFT SGT2,66.0,4.50439453125,9.137556076049805,1.6696984767913818,46.29771808631608,14.7717998046875,Yorkshire
Thurcroft,MALTBY COLLIERY,TICKHILL RD T1,66.0,0.334289014339447,0.7350600361824036,0.06777849793434143,57.27199200307249,1.028,Yorkshire
Thurcroft,NEW ORCHARD LANE T2,THURCROFT SGT2,66.0,0.33597198128700256,0.8002409934997559,0.0,57.27199200307249,0.923,Yorkshire
Thurcroft,PENNY HILL WINDFARM,THURCROFT SGT1,66.0,0.893,2.109,0.001023,57.72925341627068,2.612,Yorkshire
Thurcroft,THURCROFT SGT2,SILVERWOOD T2,66.0,2.380882740020752,5.390769958496094,0.5595916509628296,52.127801104592926,6.607720703125,Yorkshire
West Melton / Thorpe Marsh,TICKHILL RD T2,WEST END LANE T1,66.0,3.4760000705718994,7.919000148773193,0.0,52.127801104592926,8.4971015625,Yorkshire
West Melton / Thorpe Marsh,ARMTHORPE T2,WEST MOOR PARK T1,66.0,0.10331590473651886,0.14593949913978577,0.11096034944057465,60.01556048226159,0.46329998779296877,Yorkshire
West Melton / Thorpe Marsh,ATTE-PARS-WMEL-TEE,ATTERCLIFFE T2,132.0,0.7384740114212036,1.6490859985351562,0.8432930111885071,114.54398400614498,7.763,Yorkshire
West Melton / Thorpe Marsh,ATTERCLIFFE T1,BLACKBURN MEADOWS B T5,132.0,0.35850781202316284,0.8253399133682251,3.724757671356201,114.54398400614498,3.99,Yorkshire
West Melton / Thorpe Marsh,BARNBURGH T1,DONCASTER B T2,66.0,4.270999908447266,9.569999694824219,0.0,52.127801104592926,9.38184765625,Yorkshire
West Melton Section 3,BARUGH GT2,BARNSLEY T2,66.0,2.9966588020324707,5.3069167137146,0.23253102600574493,37.95269729544924,5.5459599609375,Yorkshire
West Melton Section 3,BARUGH GT2,BARUGH T2,66.0,0.0,0.0,0.0,30,0.03041450309753418,Yorkshire
West Melton / Thorpe Marsh,BERNARD ROAD GENERATION,ATTERCLIFFE T2,33.0,1.6424144506454468,2.090178966522217,0.0,30.86514539087739,1.8350999755859374,Yorkshire
West Melton / Thorpe Marsh,BLACKBURN MEADOWS B T4,TEMPLEBOROUGH T1,33.0,0.8574817776679993,1.8521432876586914,0.0,28.578838324886473,1.8209300537109374,Yorkshire
West Melton / Thorpe Marsh,BLACKBURN MEADOWS B T5,ALSING ROAD,33.0,0.106,0.263,0.0,47.89813303250973,0.27560000609999996,Yorkshire
West Melton / Thorpe Marsh,BLACKBURN MEADOWS B T5,TEMPLEBOROUGH T2,33.0,0.8329519629478455,1.8064634799957275,0.0,28.578838324886473,1.7752999267578125,Yorkshire
West Melton / Thorpe Marsh,BLACKBURN MEADOWS T1,BLACKBURN MEADOWS B T4,33.0,0.25754550099372864,0.3311910927295685,0.0,30.922303067527167,0.39439996337890626,Yorkshire
West Melton / Thorpe Marsh,BLACKBURN MEADOWS T2,BLACKBURN MEADOWS B T5,33.0,0.23800000548362732,0.24799999594688416,0.10899999737739563,32.00829892387285,0.2556073913574219,Yorkshire
West Melton Section 3,BURR-FIDL-HUNN-TEE,HUNNINGLEY T2,33.0,1.6386308670043945,2.871730327606201,0.0,26.578319642144418,2.788800048828125,Yorkshire
West Melton Section 3,BURR-HUNN-STFT-TEE,STAIRFOOT T1,33.0,0.14000000059604645,0.1809999942779541,0.0,28.578838324886473,0.15036289978027345,Yorkshire
West Melton / Thorpe Marsh,DONCASTER B T1,BRODSWORTH T1,66.0,2.444780111312866,5.529494762420654,0.6399802565574646,57.27199200307249,7.94710009765625,Yorkshire
West Melton / Thorpe Marsh,DONCASTER B T1,DONCASTER CENTRAL T1/T3,132.0,0.06499999761581421,0.11699999868869781,1.934999942779541,138.3215774924505,0.6718474731445313,Yorkshire
West Melton / Thorpe Marsh,DONCASTER CENTRAL T2,GREYFRIARS ROAD T2,33.0,0.03542400151491165,0.05254200100898743,0.0,28.578838324886473,0.054,Yorkshire
West Melton Section 3,ECCLESFIELD T2,WEST MELTON SP T2,66.0,3.645578145980835,8.673335075378418,0.021320000290870667,57.27199200307249,10.057,Yorkshire
West Melton Section 3,ELSECAR T2,TANKERSLEY PARK T1,66.0,2.200000047683716,4.300000190734863,0.0,52.127801104592926,4.705736328125,Yorkshire
Bradford West,HOPE T1,HUNSHELF T1,66.0,9.685311317443848,23.069135665893555,0.0,57.27199200307249,26.608,Yorkshire
West Melton Section 3,HOUGHTON MAIN T1,DEARNE ROAD T1,66.0,1.4902158975601196,3.5494980812072754,0.0,57.27199200307249,4.094,Yorkshire
West Melton Section 3,HOUGHTON MAIN T2,ALDHAM T1,66.0,1.7999999523162842,3.9000000953674316,0.0,52.127801104592926,3.87173095703125,Yorkshire
West Melton Section 3,HUNNINGLEY T1,BURR-HUNN-STFT-TEE,33.0,1.1524310111999512,2.0340332984924316,0.0,26.578319642144418,1.1685,Yorkshire
West Melton Section 3,HUNNINGLEY T1,FISH DAM LANE T1,33.0,3.1412746906280518,4.746003150939941,0.0,26.578319642144418,5.23174072265625,Yorkshire
West Melton Section 3,HUNNINGLEY T2,STAIRFOOT T2,33.0,0.8420000076293945,1.0889999866485596,0.0,28.578838324886473,1.1588594970703125,Yorkshire
West Melton Section 3,HUNN-WAKB-WMEL-TEE1,HUNNINGLEY T1,132.0,0.4169999957084656,0.9269999861717224,0.42100000381469727,130.54813346808143,4.15054248046875,Yorkshire
West Melton Section 3,HUNN-WAKB-WMEL-TEE2,WEST MELTON RESERVE3,132.0,0.642158031463623,1.4241920709609985,0.3242579996585846,114.54398400614498,6.358,Yorkshire
West Melton / Thorpe Marsh,ICI FIBRES T2,WHEATLEY PARK T1,66.0,1.004093885421753,2.242476463317871,0.0,46.29771808631608,2.390699951171875,Yorkshire
West Melton / Thorpe Marsh,MALLARD WAY T2,JARRATT STREET T2,33.0,1.013,2.575,0.32978,48.584,2.739,Yorkshire
West Melton / Thorpe Marsh,MARKHAM GATES T1,ARMTHORPE T2,66.0,1.2841471433639526,3.059113025665283,0.03229871019721031,62.873444314750245,3.6005,Yorkshire
West Melton / Thorpe Marsh,ORGREAVE T1,DARNALL T1,33.0,2.6670000553131104,2.865000009536743,0.7089999914169312,25.149377725900095,2.779542236328125,Yorkshire
West Melton / Thorpe Marsh,ORGREAVE T2,ATTERCLIFFE T2,33.0,5.323361873626709,10.15646743774414,0.0,19.033506324374393,4.41889990234375,Yorkshire
West Melton / Thorpe Marsh,REVILL LANE T2,DARNALL T2,33.0,3.686000108718872,3.2699999809265137,1.149999976158142,27.72147317513988,4.06980615234375,Yorkshire
West Melton / Thorpe Marsh,ROCKWARE T2,KIRK SANDALL T1,66.0,0.33799999952316284,0.7870000004768372,0.0,62.873444314750245,0.8605368041992187,Yorkshire
West Melton / Thorpe Marsh,SHIRLAND LANE T2,ATTERCLIFFE T2,33.0,0.24300000071525574,0.23100000619888306,0.06700000166893005,27.72147317513988,0.20404281616210937,Yorkshire
West Melton / Thorpe Marsh,STOKE STREET T1,ATTERCLIFFE T1,33.0,0.9559223055839539,1.4555587768554688,0.0,26.4068466121951,1.331,Yorkshire
West Melton / Thorpe Marsh,STOKE STREET T2,ATTERCLIFFE T2,33.0,0.9641190767288208,1.4705040454864502,0.0,26.4068466121951,1.345199951171875,Yorkshire
West Melton Section 3,TANKERSLEY PARK T2,ECCLESFIELD T1,66.0,1.673290491104126,3.955132246017456,0.06518537551164627,57.27199200307249,4.724375,Yorkshire
West Melton / Thorpe Marsh,THORNE T1,STNF-THOM-THON-TEE1,66.0,3.617140769958496,8.61555290222168,0.0,57.27199200307249,9.9372001953125,Yorkshire
West Melton / Thorpe Marsh,TWEEN BRIDGE WINDFARM,THORNE T2,66.0,0.38743335008621216,0.6601517796516418,0.5627523064613342,66.87448168023434,2.16443212890625,Yorkshire
Skelton Grange,WAKEFIELD B RESERVE1,HUNN-WAKB-WMEL-TEE1,132.0,1.5512250661849976,3.4437201023101807,0.7825949788093567,114.54398400614498,15.437,Yorkshire
West Melton / Thorpe Marsh,WEST END LANE T2,WEST MOOR PARK T2,66.0,3.2548599243164062,7.320047378540039,0.0724726989865303,46.29771808631608,7.89160009765625,Yorkshire
West Melton Section 3,WEST MELTON MAIN1,RAWMARSH ROAD GT2/GT4,132.0,0.7764000296592712,1.7135200500488281,0.40400001406669617,130.54813346808143,8.18986181640625,Yorkshire
West Melton Section 3,WEST MELTON RESERVE1,BLACKBURN MEADOWS B T5,132.0,1.2293858528137207,2.737743616104126,0.561989963054657,114.54398400614498,12.422,Yorkshire
West Melton Section 3,WEST MELTON RESERVE2,MALLARD WAY T2,132.0,0.501,1.69,20.289,186.334,23.205029999999997,Yorkshire
West Melton Section 3,WEST MELTON T1,ELSECAR T1,66.0,1.100000023841858,2.0,0.0,52.127801104592926,2.274888916015625,Yorkshire
West Melton Section 3,WEST MELTON T1,KILNHURST T1,66.0,1.9788011312484741,5.3657450675964355,0.06816905736923218,71.79004187211481,6.368,Yorkshire
West Melton Section 3,WOODCOCK STREET T2,WAKEFIELD MONCKTON ROAD T2,33.0,2.313999891281128,1.815000057220459,0.7070000171661377,26.464004288844876,1.564649169921875,Yorkshire
West Melton Section 3,WOOLLEY T1,SCISSETT T2,66.0,3.38100004196167,10.407999992370605,0.4659999907016754,52.127801104592926,11.622416015625,Yorkshire
Blyth 132kV,Alcan GT1 bus 1 132kV,Alcan GT2 bus 1 132kV,132.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Blyth 132kV,Alcan GT1 bus 1 132kV,Blyth-Alcan-Linton tee1,132.0,0.023,0.095,0.024,149,0.544,Northeast
Blyth 66kV,Ashington-Bedlington tee 1,Ashington T1 66kV,66.0,1.91,4.33,0.0,38.2956,5.08,Northeast
Blyth 66kV,Ashington-Bedlington tee 1,Morpeth T1 66kV,66.0,2.3800000000000003,3.7900000000000005,0.0,37.3811,4.024,Northeast
Blyth 66kV,Bedlington Green 66kV,Bedlington Red 66kV,66.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Blyth 66kV,Blyth Main 1 66kV,Bedlington Green 66kV,66.0,2.127,4.775,0.0,55,6.029,Northeast
Blyth 66kV,Blyth Main 1 66kV,Blyth Main 2 66kV,66.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Blyth 66kV,Blyth Main 1 66kV,Cramlington T1 66kV,66.0,2.93,6.87,0.0,43,9.365,Northeast
Blyth 66kV,Blyth Main 2 66kV,Bedlington Green 66kV,66.0,2.141,4.789,0.0,55,6.082,Northeast
Blyth 66kV,Blyth SGT2A 66kV,Blyth Main 3 66kV,66.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Blyth 132kV,Blyth-Linton-Ulgham tee2,Ulgham Crossing GT2 132kV,132.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Blyth 66kV,Blyth-Seghill-Benton tee 1,Blyth Main 3 66kV,66.0,3.878,9.942,0.0,57,10.915,Northeast
Blyth 66kV,Blyth-Seghill-Benton tee 2,Benton Square 66kV,66.0,1.9303000000000001,4.873,0.0,57,6.301,Northeast
Blyth 66kV,Cramlington T3 66kV,West Hartford T2 66kV,66.0,0.5539999999999999,0.606,0.0,50,2.723,Northeast
Blyth 132kV,Denwick 66kV,Denwick T1 66kV,66.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Blyth 66kV,Fawdon 20kV,Seaton Burn 20kV,22.0,30.349999999999998,43.175000000000004,0.0,Blank,Blank,Northeast
Blyth 132kV,Linton 66kV,Lynemouth T2 66kV,66.0,2.0,4.7,0.0,44.583,5.769,Northeast
Blyth 132kV,Linton 66kV,Stobswood Coal,66.0,2.13,3.0865,0.0,35.4378,3.646,Northeast
Blyth 66kV,Linton Violet Section 66kV,Widdrington Church Windfarm 66kV,66.0,0.704,1.25,1.1139,66.87,4.169,Northeast
Blyth 66kV,Linton-Morpeth-Bedlington tee,Linton Violet Section 66kV,66.0,1.83,3.7350000000000003,0.0,51,3.736,Northeast
Blyth 132kV,Lynemouth Windfarm 132kV,Blyth-Lynmouth-Linton-tee,132.0,0.021599999999999998,0.048,0.45978,137,0.35,Northeast
Blyth 66kV,Reservoir T1 66kV,Bedlington Green 66kV,66.0,0.134,0.083,0.0,28.5788,0.332,Northeast
Blyth 66kV,Warkworth T1 66kV,Denwick T1 66kV,66.0,3.979,9.444,0.0,57.272,10.931,Northeast
Blyth 66kV,Warkworth T2 66kV,Denwick T2 66kV,66.0,3.979,9.444,0.0,57.272,10.931,Northeast
Blyth 66kV,West Hartford T2 66kV,West Hartford T1 66kV,66.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Blyth 66kV,Widdrington Church Windfarm 66kV,Widdrington Steads Windfarm 66kV,66.0,0.269,0.486,0.441,66.87,1.633,Northeast
Hartmoor,Brenda Trading 66kV,Hartmoor Yellow 66kV,66.0,2.964,7.608,0.0,55,11.359,Northeast
Hartmoor,Hartmoor Green 66kV,Amberton Road T1 66kV,66.0,1.273,1.319,0.0,50,6.138,Northeast
Hartmoor,Hartmoor Green 66kV,Hartmoor Yellow 66kV,66.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Spennymoor GSP,Hartmoor Red 66kV,Fishburn 66kV,66.0,5.493,8.435,0.0,41,9.895,Northeast
Hartmoor,Hartmoor Red 66kV,Hartmoor Yellow 66kV,66.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Hartmoor,Wynyard T1 66kV,Hartmoor Green 66kV,66.0,2.826,7.221,0.0,57,8.114,Northeast
Hartmoor,Wynyard T1 66kV,Wynyard Data T2 66kV,66.0,0.202,0.32399999999999995,0.005,67,1.119,Northeast
Hawthorn Pit Grid,Hawthorn Pit 66kV,Hawthorn-Herrington-Tunstall tee,66.0,1.775,4.992,0.0,49.7272,5.712,Northeast
Hawthorn Pit Grid,Hawthorn Pit 66kV,Hawthorn-Stoney-Shotton tee,66.0,1.1900000000000002,3.04,0.0,57.272,3.863,Northeast
Hawthorn Pit Grid,Hawthorn Pit 66kV,Peterlee Industrial T1 66kV,66.0,1.646,4.272,0.0,54,5.661,Northeast
Hawthorn Pit Grid,Hawthorn Pit SGT2 66kV,Hawthorn Pit 66kV,66.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Hawthorn Pit Grid,Hawthorn-Stoney-Tunstall tee,Stoney Cut T1 66kV,66.0,0.05,0.08,0.0,58.3008,0.078,Northeast
Hawthorn Pit Grid,Houghton Red 66kV,Herrington Burn 66kV,66.0,1.7389999999999999,2.664,0.0,35.6664,2.961,Northeast
Hawthorn Pit Grid,Peterlee Industrial T2 66kV,Peterlee Industrial T1 66kV,66.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Hawthorn Pit Grid,Tunstall T1 66kV,Hawthorn-Stoney-Tunstall tee,66.0,2.902,6.286,0.0,50.6417,8.914,Northeast
Hawthorn Pit Grid,Tunstall T1 66kV,Tunstall T2 66kV,66.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Knaresborough,Coneythorpe T1 33kV,Allerton Waste 33kV,33.0,0.964,2.378,0.0,20.3,2.643,Northeast
Knaresborough,Harrogate 132kV,Harrogate GT2A 132kV,132.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Knaresborough,Harrogate 132kV,Harrogate GT2B 132kV,132.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Knaresborough,Harrogate 132kV,Harrogate GT3A 132kV,132.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Knaresborough,Harrogate GT2A 11kV,Harrogate 11kV,11.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Knaresborough,Harrogate GT2B 33kV,Harrogate 33kV,33.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Knaresborough,Harrogate GT3A 11kV,Harrogate 11kV,11.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Knaresborough,Harrogate GT3B 33kV,Harrogate 33kV,33.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Knaresborough,Husthwaite 33kV,Sessay Bridge T1 33kV,33.0,14.78,18.33,0.0,18.862,6.781,Northeast
Knaresborough,Knaresborough 132kV,Harrogate 132kV,132.0,0.233,1.4040000000000001,0.0,114,6.365,Northeast
Knaresborough,Knaresborough 132kV,Wormald Green 132kV,132.0,0.588,2.9659999999999997,0.0,114,13.078,Northeast
Knaresborough,Nessfield Red 33kV,Nessfield Green 33kV,33.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Knaresborough,Osbaldwick 132kV,Osbaldwick-Husthwaite-Sheriff tee,132.0,1.434,3.2809999999999997,0.22999999999999998,114,14.278,Northeast
Knaresborough,Osbaldwick-Husthwaite-Sheriff tee,Husthwaite Red 132kV,132.0,1.41,3.225,0.8,114,13.963,Northeast
Knaresborough,Wormald Green 132kV,Wormald Green GT1 132kV,132.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Knaresborough,Wormald Green 33kV,Roecliffe Industrial 33kV,33.0,12.061,19.078999999999997,0.0,25.7,9.365,Northeast
Knaresborough,Wormald Green 33kV,Wormald-Coneythorpe-Boroughbridge tee,33.0,11.827,21.2,0.0,25,7.24,Northeast
Knaresborough,Wormald Green GT1 11kV,Wormald Green 11kV,11.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Knaresborough,Wormald-Coneythorpe-Boroughbridge tee,Coneythorpe T2 33kV,33.0,5.533,11.177,0.16848,25.949,3.648,Northeast
Knaresborough,Wormald-Darley-Nessfield tee,Darley T1 33kV,33.0,0.788,0.807,0.0,27,0.772,Northeast
Lackenby,Lackenby 66kV,Lackenby-Cleveland-Carlin How tee 1,66.0,6.541,13.373,0.6,50,15.962,Northeast
Lackenby,Lackenby-Cleveland-Carlin How tee 2,Carlin How T2 T4 66kV,66.0,0.06999999999999999,0.06,0.16,40.582,0.229,Northeast
Lackenby,Lackenby-Guisborough T2 T3-Redcar T2 tee,Redcar T2 66kV,66.0,2.55,6.1899999999999995,1.1400000000000001,49.49,7.653,Northeast
Lackenby,Warrenby Generation T1 66kV,Lackenby 66kV,66.0,0.8109999999999999,2.267,0.002,95,8.82,Northeast
Lackenby,Warrenby Generation T2 66kV,Lackenby 66kV,66.0,0.8200000000000001,2.291,0.002,95,8.915,Northeast
Norton,Bowesfield 33kV,Millbank Lane T1 33kV,33.0,1.05,1.902,2.279,39.4387,2.41311,Northeast
Norton,Bowesfield 33kV,Rudby T1 33kV,33.0,17.521,32.995000000000005,0.0,18.862,12.57,Northeast
Norton,Bowesfield 33kV,Urlay Nook T3 33kV,33.0,7.628,11.032,0.0,23.3203,6.0587,Northeast
Norton,Bowesfield GT2 33kV,Bowesfield 33kV,33.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Norton,Bowesfield T2 66kV,Malleable T2 66kV,66.0,0.5890000000000001,0.942,0.0,53,4.088,Northeast
Norton,Bowesfield-Seamer-Stokesley tee,Stokesley T2 33kV,33.0,7.8759999999999994,16.158,0.0,26,5.046,Northeast
Norton,Catterick Camp T1 33kV,Skeeby-Hipswell-Catterick tee 1,33.0,1.9060000000000001,3.247,0.0,16,2.198,Northeast
Norton,Darlington Central 33kV,Darlington Central T1 33kV,33.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Norton,Darlington Central 33kV,Darlington East T1 33kV,33.0,1.4989999999999999,2.053,0.0,26.9784,2.239,Northeast
Norton,Darlington Central 33kV,Darlington T1 33kV,33.0,1.513,1.574,0.0,23.7776,1.73,Northeast
Norton,Darlington Central 33kV,Darlington T2 33kV,33.0,1.524,1.592,0.0,23.7776,1.734,Northeast
Norton,Darlington Central 33kV,Rise Carr T2 33kV,33.0,0.629,1.212,0.0,37,3.682,Northeast
Norton,Darlington Central GT1 33kV,Darlington Central 33kV,33.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Norton,Darlington North 33kV,Darlington North-Rise Carr-Darlington West tee 1,33.0,1.157,0.9450000000000001,0.0,22.3,1.182,Northeast
Norton,Darlington North 33kV,Heighington T1 33kV,33.0,6.800000000000001,12.5,0.0,29.1504,4.57,Northeast
Norton,Darlington North GT2 33kV,Darlington North 33kV,33.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Norton,Darlington North-Moor House Tee,Aycliffe Industrial T2 33kV,33.0,14.0,18.7,0.0,19,6.458,Northeast
Norton,Darlington North-Rise Carr-Darlington West tee 1,Darlington West T1 33kV,33.0,3.581,2.718,0.0,22.3,3.403,Northeast
Norton,Darlington North-Rise Carr-Darlington West tee 1,Rise Carr T1 33kV,33.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Norton,Darlington North-Rise Carr-Darlington West tee 2,Rise Carr T2 33kV,33.0,0.0,0.001,0.0,Busbar,Busbar,Northeast
Norton,Darlington North-Skeeby tee,Skeeby 132kV,132.0,2.41,0.562,0.0,112,21.342,Northeast
Norton,Faraday Street 66kV,Spencerbeck Yellow 66kV,66.0,1.281,1.106,0.0,44.583,4.949,Northeast
Norton,Haverton Generation 66kV,North Tees 66kV,66.0,0.269,0.458,0.39,67,1.5,Northeast
Norton,Leeming Bar 33kV,Bedale T2 33kV,33.0,9.944,19.508,0.0,23.7,5.59,Northeast
Norton,Leeming Bar 33kV,Catterick Camp T2 33kV,33.0,23.618,41.166000000000004,0.0,22.2915,14.759,Northeast
Norton,Leeming Bar 33kV,Leeming Bar-Romanby-Thirsk tee,33.0,14.054,18.003,0.0,25,5.005,Northeast
Norton,Leeming Bar 33kV,Leeming Bar-Wensleydale-Barden Friar tee,33.0,29.551,55.68300000000001,0.0,24,16.742,Northeast
Norton,Leeming Bar 33kV,Northallerton T1 33kV,33.0,10.475,19.761,0.0,23.1489,6.6573,Northeast
Norton,Leeming Bar-Leeming RAF-Thirsk tee,Leeming RAF 33kV,33.0,5.312,4.7,0.0,13.7178,2.11,Northeast
Norton,Leeming Bar-Thirsk-Romanby tee,Romanby 33kV,33.0,7.728,9.523,0.0,20,3.875,Northeast
